"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000085443","ACV-0000174876","F","32","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085444","ACV-0000174877","F","27","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Speeding","1","21453","Run Red Light"
"CR-0000085444","ACV-0000174878","M","33","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085444","ACV-0000174879","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085444","ACV-0000174880","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085444","ACV-0000174881","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085444","ACV-0000174882","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085445","ACV-0000174883","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085446","ACV-0000174884","F","30","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","21453","Run Red Light"
"CR-0000085446","ACV-0000174885","M","65","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085447","ACV-0000174886","M","20","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","21804","Yield From Driveway/Curb"
"CR-0000085447","ACV-0000174887","M","46","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085448","ACV-0000174888","M","54","","Not Applicable","Bicycle","Had Not Been Drinking","North","Proceeding Straight","Scooter Motorized","Unknown","1","21453","Run Red Light"
"CR-0000085448","ACV-0000174889","M","28","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085449","ACV-0000174890","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000085449","ACV-0000174891","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000085450","ACV-0000174892","F","41","","Totaled","Driver","Impairment Not Known","North","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085450","ACV-0000174893","F","32","","Minor","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085450","ACV-0000174894","F","41","","Minor","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085451","ACV-0000174895","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000085451","ACV-0000174896","M","86","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085452","ACV-0000174897","M","25","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Speeding","1","21453","Run Red Light"
"CR-0000085452","ACV-0000174898","M","25","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085453","ACV-0000174899","M","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Panel Truck","Other Violation","1","21804","Yield From Driveway/Curb"
"CR-0000085453","ACV-0000174900","M","57","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085454","ACV-0000174901","M","22","","Major","Driver","Had Been Drinking - Under Influence","East","Proceeding Straight","Car","None Apparent","1","23152","Driving Drunk"
"CR-0000085455","ACV-0000174902","","0","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","21651","Divided Highway"
"CR-0000085455","ACV-0000174903","F","55","","Minor","Driver","Impairment Not Known","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085456","ACV-0000174904","M","28","","Major","Driver","Had Not Been Drinking","South","Ran Off Road","Car","None Apparent","1","22350","Speeding"
"CR-0000085457","ACV-0000174905","F","37","","Moderate","Driver","Had Not Been Drinking","East","Other Unsafe Turning","Car","Unknown","1","22107","Unsafe Turn Movement"
"CR-0000085457","ACV-0000174906","F","59","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085458","ACV-0000174907","M","27","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","Inattention","1","00001","Other Improper Driving"
"CR-0000085458","ACV-0000174908","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Unknown","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085459","ACV-0000174909","F","31","","Moderate","Driver","Had Not Been Drinking","West","Making Right Turn","Car","Unknown","1","22350","Speeding"
"CR-0000085460","ACV-0000174910","","0","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085460","ACV-0000174911","M","24","","Major","Driver","Impairment Not Known","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085460","ACV-0000174912","F","27","","Minor","Driver","Impairment Not Known","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085461","ACV-0000174913","F","22","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","Inattention","1","22350","Speeding"
"CR-0000085461","ACV-0000174914","M","42","","Minor","Driver","Impairment Not Known","North","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085462","ACV-0000174915","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085462","ACV-0000174916","M","16","","Major","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085463","ACV-0000174917","F","27","","Minor","Driver","Had Not Been Drinking","West","Ran Off Road","Car","Inattention","1","22350","Speeding"
"CR-0000085464","ACV-0000174918","M","17","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","Unknown","1","21801","Yield Left Turn"
"CR-0000085464","ACV-0000174919","F","40","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085465","ACV-0000174920","","0","","Moderate","Driver","Impairment Not Known","West","Merging","Car","Other Violation","1","22350","Speeding"
"CR-0000085465","ACV-0000174921","M","42","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085466","ACV-0000174922","M","36","","Not Applicable","Bicycle","Had Been Drinking - Under Influence","West","Making Left Turn","Bicycle","Violation By Bike","1","21801","Yield Left Turn"
"CR-0000085466","ACV-0000174923","F","57","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085467","ACV-0000174924","M","29","","Major","Driver","Impairment Not Known","East","Proceeding Straight","Motorcycle/Moped","Other Violation","1","21703","Follow Too Closely"
"CR-0000085467","ACV-0000174925","M","36","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085468","ACV-0000174926","F","22","","Unknown","Driver","Impairment Not Known","Unknown","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000085468","ACV-0000174927","","0","","Unknown","Driver","Impairment Not Known","Unknown","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000085469","ACV-0000174928","M","43","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Motorcycle/Moped","None Apparent","1","21453","Run Red Light"
"CR-0000085469","ACV-0000174929","M","59","","Moderate","Driver","Had Not Been Drinking","East","Making Left Turn","Car","Other","1","Not Applicable","Not Applicable"
"CR-0000085470","ACV-0000174930","","0","","Unknown","Driver","Impairment Not Known","West","Backing","Car","Other Violation","1","22106","Unsafe Backing"
"CR-0000085470","ACV-0000174931","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085471","ACV-0000174932","M","49","","Minor","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","21453","Run Red Light"
"CR-0000085471","ACV-0000174933","M","22","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085472","ACV-0000174934","F","20","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000085472","ACV-0000174935","M","59","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085473","ACV-0000174936","F","44","","Moderate","Driver","Had Not Been Drinking","West","Making Right Turn","Car","Unknown","1","22107","Unsafe Turn Movement"
"CR-0000085473","ACV-0000174937","M","69","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085474","ACV-0000174938","M","40","","Moderate","Driver","Impairment Not Known","East","Entering Traffic","Car","Vision Obscurement","1","21802","Yield Stop Sign"
"CR-0000085474","ACV-0000174939","F","52","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085475","ACV-0000174940","","0","","Unknown","Driver","Impairment Not Known","North","Changing Lanes","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085475","ACV-0000174941","F","25","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085476","ACV-0000174942","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Other Violation","1","00001","Other Improper Driving"
"CR-0000085476","ACV-0000174943","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085477","ACV-0000174944","F","47","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000085477","ACV-0000174945","M","46","","Unknown","Driver","Impairment Not Known","South","Stopped","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000085478","ACV-0000174946","","0","","Major","Driver","Impairment Not Known","East","Crossing Into Opposing Lane","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000085478","ACV-0000174947","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085479","ACV-0000174948","F","37","","Moderate","Driver","Had Not Been Drinking","East","Entering Traffic","Car","Vision Obscurement","1","21804","Yield From Driveway/Curb"
"CR-0000085479","ACV-0000174949","M","18","","Not Applicable","Bicycle","Had Not Been Drinking","South","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085480","ACV-0000174950","F","22","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000085480","ACV-0000174951","F","73","","Moderate","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085481","ACV-0000174952","F","55","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","21800","Yield Uncontrolled Intersection"
"CR-0000085481","ACV-0000174953","M","74","","Major","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085482","ACV-0000174954","F","0","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","21802","Yield Stop Sign"
"CR-0000085482","ACV-0000174955","M","37","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085483","ACV-0000174956","","0","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085484","ACV-0000174957","","0","","Moderate","Driver","Impairment Not Known","North","Ran Off Road","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085485","ACV-0000174958","F","44","","Major","Driver","Had Been Drinking - Under Influence","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085486","ACV-0000174959","M","30","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000085487","ACV-0000174960","F","0","","Major","Driver","Impairment Not Known","South","Crossing Into Opposing Lane","Car","Other Violation","1","21658","Unsafe Lane Change"
"CR-0000085488","ACV-0000174961","F","36","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Inattention","1","21801","Yield Left Turn"
"CR-0000085488","ACV-0000174962","M","28","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Bus - Other","None Apparent","1","Not Applicable","Not Applicable"
