"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"650302","CR-0000085445","0","0","0","0","21-011-0686","True","False","0","1/11/2021 5:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Street sign"
"650303","CR-0000085446","2","1","0","0","21-011-0766","False","False","0","1/11/2021 6:05:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650304","CR-0000085452","0","0","0","0","21-012-0561","False","False","0","1/12/2021 3:34:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650337","CR-0000085455","0","0","0","0","21-013-0100","False","False","0","1/13/2021 4:27:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650338","CR-0000085459","0","0","0","0","21-013-0455","False","False","93","1/13/2021 12:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","Light pole"
"650353","CR-0000085461","0","0","0","0","21-013-0620","False","False","229","1/13/2021 3:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"650354","CR-0000085463","0","0","0","0","21-013-0758","False","False","300","1/13/2021 6:31:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","Fire hydrant"
"650355","CR-0000085465","0","0","0","0","21-013-0855","False","False","","1/13/2021 8:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"650356","CR-0000085469","0","0","1","0","21-014-0659","False","False","0","1/14/2021 5:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Motorcycle","Not Applicable","Not Applicable","At",""
"650357","CR-0000085470","0","0","0","0","21-014-0682","False","False","0","1/14/2021 5:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Other","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"650358","CR-0000085474","1","0","0","0","21-014-0549","False","False","915","1/14/2021 3:09:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"650359","CR-0000085480","1","0","0","0","21-015-0398","False","False","0","1/15/2021 12:23:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650370","CR-0000085454","0","0","0","0","21-013-0036","True","False","80","1/13/2021 12:59:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","Tree, Center median"
"650371","CR-0000085456","0","1","0","0","21-013-0129","False","False","243","1/13/2021 6:47:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","South Of","PG&E pole"
"650372","CR-0000085464","1","0","0","0","21-013-0811","False","False","0","1/13/2021 7:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650373","CR-0000085466","0","0","1","0","21-013-0857","False","False","335","1/13/2021 8:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Bike At Fault","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","West Of",""
"650375","CR-0000085479","0","1","0","0","21-015-0261","False","False","51","1/15/2021 9:51:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","North Of",""
"650376","CR-0000085481","0","2","0","0","21-015-0399","False","False","0","1/15/2021 12:24:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650377","CR-0000085483","0","0","0","0","21-015-0822","False","False","0","1/15/2021 7:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Unknown","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Fire hydrant"
"650378","CR-0000085485","0","0","1","0","21-015-0054","True","False","56","1/15/2021 1:38:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Tree"
"650379","CR-0000085489","1","2","0","0","21-016-0114","True","False","0","1/16/2021 3:34:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Light pole"
"650380","CR-0000085492","0","0","0","0","21-017-0242","False","False","23","1/17/2021 9:22:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"650381","CR-0000085477","0","0","0","0","21-015-9701","False","True","","1/14/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"650382","CR-0000085478","0","0","0","0","21-015-0203","False","False","230","1/15/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"650383","CR-0000085482","0","0","0","0","21-015-0508","False","False","0","1/15/2021 2:29:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650388","CR-0000085497","0","0","1","0","21-017-0672","False","False","600","1/17/2021 6:53:00 PM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Pedestrian At Fault","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","West","East","North Of",""
"650389","CR-0000085500","0","0","0","0","21-029-4001","False","True","","1/18/2021 6:25:00 PM","No Pedestrians Involved","Unknown","Unknown","Dusk - Dawn","Unknown","Unknown","Unknown","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"650390","CR-0000085502","0","0","0","0","21-018-0031","False","False","51","1/18/2021 12:44:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"650391","CR-0000085504","1","0","0","0","21-018-0531","False","False","0","1/18/2021 2:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650392","CR-0000085512","1","0","0","0","21-019-0268","False","False","51","1/19/2021 9:14:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"650393","CR-0000085514","1","0","0","0","21-019-0666","False","False","63","1/19/2021 4:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"650394","CR-0000085519","1","1","0","0","21-020-0462","False","False","88","1/2/2021 1:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"650399","CR-0000085487","0","0","0","0","21-016-0102","True","False","0","1/16/2021 2:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Island median, concrete sign"
"650400","CR-0000085490","0","0","0","0","21-016-0270","False","False","180","1/16/2021 9:57:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"650401","CR-0000085498","0","0","0","0","21-017-0795","False","False","145","1/17/2021 9:28:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"650402","CR-0000085525","0","0","0","0","21-021-0360","False","False","0","1/21/2021 12:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650409","CR-0000085501","1","0","0","0","21-018-0021","False","False","0","1/18/2021 12:23:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 2","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650410","CR-0000085503","0","1","0","0","21-018-0057","True","False","0","1/18/2021 1:38:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Median island"
"650411","CR-0000085507","0","0","0","0","21-018-0780","False","False","0","1/18/2021 7:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650412","CR-0000085508","0","0","0","0","21-018-0922","True","False","123","1/18/2021 10:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Other Than Driver","Controls Functioning","Wind","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","South Of","Tree. Wind blew a tree on to the road"
"650413","CR-0000085510","0","0","0","0","21-019-4002","False","True","51","1/19/2021 10:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"650414","CR-0000085511","0","1","0","0","21-019-0230","False","False","17","1/19/2021 8:29:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"650415","CR-0000085513","0","1","0","0","21-019-0522","True","False","656","1/19/2021 1:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","South Of","Light pole"
"650416","CR-0000085517","0","0","0","0","21-020-0265","False","False","380","1/20/2021 10:46:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","Wooden fence"
"650417","CR-0000085518","0","0","0","0","21-020-0412","False","False","250","1/20/2021 12:33:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 2","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","East Of",""
"650418","CR-0000085520","1","0","0","0","21-020-0858","True","False","322","1/20/2021 9:24:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of","Light pole"
"650419","CR-0000085522","0","0","0","0","21-021-4000","False","True","0","1/21/2021 12:40:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"650430","CR-0000085488","0","0","0","0","21-016-0702","False","False","0","1/16/2021 6:25:00 PM","No Pedestrians Involved","Dry","Unknown","Dark - Street Light","Violation Driver 1","Controls Functioning","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
